SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE
polygala myrtifolia,myrtle-leaved polygala,myrtle-leaf milkwort,polygala,polygalaceae,fabales,dicots,milkworts,milkwort family,chamaephyte,,shrub,South Africa,Africa,Southern,Both,High,Major,Locally common,natural,Purple pea-like flowers; small evergreen leaves; continuous bloomer,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Polygala_myrtifolia_flowers.jpg/1024px-Polygala_myrtifolia_flowers.jpg
polystichum munitum,armed polystichum,western sword fern,polystichum,dryopteridaceae,polypodiales,ferns,shield ferns,wood fern family,hemicryptophyte,,herb,Western North America,North America,Northern,Wild,Moderate,Limited,Widespread/Common,natural,Large evergreen fronds; important Pacific Northwest understory species,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Polystichum_munitum_fronds.jpg/1024px-Polystichum_munitum_fronds.jpg
pongamia pinnata,pinnate pongamia,karanja,pongamia,fabaceae,fabales,dicots,karanja trees,legume family,phanerophyte,,tree,Indian Ocean region,Asia,Northern,Both,Moderate,Limited,Widespread/Common,natural,Nitrogen-fixing; oil-bearing seeds; coastal tolerance; biofuel potential,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Pongamia_pinnata_flowers.jpg/1024px-Pongamia_pinnata_flowers.jpg
populus alba,white poplar,white poplar,populus,salicaceae,malpighiales,dicots,poplars,willow family,phanerophyte,,tree,Eurasia and North Africa,Eurasia,Northern,Both,Low,Limited,Widespread/Common,natural,Distinctive white-woolly leaf undersides; fast-growing; spreads by suckers,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Populus_alba_leaves.jpg/1024px-Populus_alba_leaves.jpg
populus nigra,black poplar,black poplar,populus,salicaceae,malpighiales,dicots,poplars,willow family,phanerophyte,,tree,Eurasia,Eurasia,Northern,Wild,Low,Major,Widespread/Common,natural,Dark furrowed bark; triangular leaves; important riparian species,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Populus_nigra_bark.jpg/1024px-Populus_nigra_bark.jpg
populus tremuloides,trembling poplar,quaking aspen,populus,salicaceae,malpighiales,dicots,poplars,willow family,phanerophyte,,tree,North America,North America,Northern,Wild,Low,Major,Widespread/Common,natural,Leaves flutter in slightest breeze; brilliant yellow fall color; largest clonal organism,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Populus_tremuloides_fall.jpg/1024px-Populus_tremuloides_fall.jpg
premnopitys ferruginea,rusty premnopitys,miro,premnopitys,podocarpaceae,pinales,conifers,miros,yellowwood family,phanerophyte,,tree,New Zealand,New Zealand,Southern,Wild,Low,Limited,Locally common,natural,Slow-growing New Zealand conifer; red berries; important timber historically,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Premnopitys_ferruginea_foliage.jpg/1024px-Premnopitys_ferruginea_foliage.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
protea cynaroides,artichoke-like protea,king protea,protea,proteaceae,proteales,dicots,sugarbushes,protea family,chamaephyte,,shrub,South Africa,Africa,Southern,Both,High,Major,Locally common,natural,South Africa's national flower; large showy flower heads; fire-adapted,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Protea_cynaroides_flower.jpg/1024px-Protea_cynaroides_flower.jpg
prunella vulgaris,common prunella,common self-heal,prunella,lamiaceae,lamiales,dicots,self-heals,mint family,hemicryptophyte,,herb,Northern Hemisphere,Global,Northern,Wild,Low,None,Widespread/Common,natural,Traditional medicinal herb; purple flower spikes; spreads by runners,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Prunella_vulgaris_flowers.jpg/1024px-Prunella_vulgaris_flowers.jpg
prunus avium,bird cherry,sweet cherry,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Europe,Europe,Northern,Both,High,Major,Widespread/Common,natural,Source of sweet cherries; white spring flowers; important fruit crop,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Prunus_avium_flowers.jpg/1024px-Prunus_avium_flowers.jpg
prunus cerasifera,cherry-bearing plum,cherry plum,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Southwestern Asia,Asia,Northern,Both,High,Major,Widespread/Common,natural,Early white flowers; small red or yellow plums; many ornamental cultivars,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Prunus_cerasifera_flowers.jpg/1024px-Prunus_cerasifera_flowers.jpg
prunus domestica,domestic plum,european plum,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Eurasia,Eurasia,Northern,Cultivated,High,Major,Widespread/Common,bred,Major stone fruit crop; numerous cultivars; purple or yellow fruits,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Prunus_domestica_fruits.jpg/1024px-Prunus_domestica_fruits.jpg
prunus dulcis,sweet prunus,almond,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Middle East,Asia,Northern,Both,High,Major,Widespread/Common,natural,Source of almonds; early pink or white flowers; important nut crop,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Prunus_dulcis_flowers.jpg/1024px-Prunus_dulcis_flowers.jpg
prunus pensylvanica,pennsylvanian cherry,pin cherry,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Northern North America,North America,Northern,Wild,Low,None,Widespread/Common,natural,Pioneer species; small white flowers; important wildlife food,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Prunus_pensylvanica_flowers.jpg/1024px-Prunus_pensylvanica_flowers.jpg
prunus persica,persian prunus,peach,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Northwestern China,Asia,Northern,Both,High,Major,Widespread/Common,natural,Major stone fruit; fuzzy skin; pink flowers before leaves,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Prunus_persica_fruits.jpg/1024px-Prunus_persica_fruits.jpg
prunus serotina,late-flowering cherry,black cherry,prunus,rosaceae,rosales,dicots,cherries,rose family,phanerophyte,,tree,Eastern North America,North America,Northern,Wild,Low,Major,Widespread/Common,natural,Important timber species; long white flower clusters; dark cherries,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Prunus_serotina_flowers.jpg/1024px-Prunus_serotina_flowers.jpg
pseuderanthemum carruthersii,Carruthers' false eranthemum,carruthers false eranthemum,pseuderanthemum,acanthaceae,lamiales,dicots,false eranthemums,acanthus family,chamaephyte,,herb,Pacific Islands,Pacific Islands,Southern,Both,High,Limited,Locally common,natural,Colorful purple-marked leaves; white flowers with purple spots,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Pseuderanthemum_carruthersii_leaves.jpg/1024px-Pseuderanthemum_carruthersii_leaves.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
pseudopanax crassifolius,thick-leaved false panax,lancewood,pseudopanax,araliaceae,apiales,dicots,lancewoods,ivy family,phanerophyte,,tree,New Zealand,New Zealand,Southern,Wild,Moderate,Limited,Locally common,natural,Dramatic juvenile to adult leaf form change; endemic to New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pseudopanax_crassifolius_juvenile.jpg/1024px-Pseudopanax_crassifolius_juvenile.jpg
pseudopanax crassifolius x lessonii,thick-leaved x lesson's false panax,hybrid lancewood,pseudopanax,araliaceae,apiales,dicots,lancewoods,ivy family,phanerophyte,,tree,New Zealand,New Zealand,Southern,Wild,Low,None,Rare,natural,Natural hybrid; intermediate characteristics between parent species,
,,,,,,,,,,,unknown,,,,,,,,,,,
pseudotsuga japonica,japanese false hemlock,japanese douglas fir,pseudotsuga,pinaceae,pinales,conifers,douglas firs,pine family,phanerophyte,,tree,Japan,East Asia,Northern,Wild,Low,Limited,Rare,natural,Endemic to Japan; small cones; threatened by habitat loss,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Pseudotsuga_japonica_foliage.jpg/1024px-Pseudotsuga_japonica_foliage.jpg
pseudotsuga menziesii,Menzies' false hemlock,douglas fir,pseudotsuga,pinaceae,pinales,conifers,douglas firs,pine family,phanerophyte,,tree,Western North America,North America,Northern,Wild,Moderate,Major,Widespread/Common,natural,One of world's tallest trees; extremely important timber species; distinctive cones,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Pseudotsuga_menziesii_tree.jpg/1024px-Pseudotsuga_menziesii_tree.jpg
psidium guajava,guava psidium,common guava,psidium,myrtaceae,myrtales,dicots,guavas,myrtle family,phanerophyte,,tree,Central America,Americas,Northern,Both,High,Major,Widespread/Common,natural,Important tropical fruit; white flowers; high vitamin C content,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Psidium_guajava_fruits.jpg/1024px-Psidium_guajava_fruits.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
pteridium aquilinum,eagle fern,bracken fern,pteridium,dennstaedtiaceae,polypodiales,ferns,bracken ferns,bracken family,geophyte,,herb,Worldwide,Global,Both,Wild,Low,None,Widespread/Common,natural,Most widespread fern species; forms large colonies; young shoots edible but carcinogenic,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Pteridium_aquilinum_fronds.jpg/1024px-Pteridium_aquilinum_fronds.jpg
pteris cretica,cretan brake,cretan brake fern,pteris,pteridaceae,polypodiales,ferns,brake ferns,maidenhair fern family,hemicryptophyte,,herb,Mediterranean,Mediterranean,Northern,Both,High,Major,Widespread/Common,natural,Popular houseplant fern; variegated cultivars; easy to grow,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Pteris_cretica_fronds.jpg/1024px-Pteris_cretica_fronds.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
punica granatum,seeded punica,pomegranate,punica,lythraceae,myrtales,dicots,pomegranates,loosestrife family,phanerophyte,,shrub,Iran and surrounding regions,Asia,Northern,Both,High,Major,Widespread/Common,natural,Ancient fruit crop; red flowers; antioxidant-rich arils; drought-tolerant,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Punica_granatum_fruit.jpg/1024px-Punica_granatum_fruit.jpg
pycnanthemum muticum,blunt mountain mint,mountain mint,pycnanthemum,lamiaceae,lamiales,dicots,mountain mints,mint family,hemicryptophyte,,herb,Eastern North America,North America,Northern,Wild,Moderate,None,Widespread/Common,natural,Aromatic herb; white flower clusters; attracts beneficial insects,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Pycnanthemum_muticum_flowers.jpg/1024px-Pycnanthemum_muticum_flowers.jpg
pyracantha coccinea,scarlet pyracantha,scarlet firethorn,pyracantha,rosaceae,rosales,dicots,firethorns,rose family,phanerophyte,,shrub,Southern Europe,Europe,Northern,Both,High,Major,Widespread/Common,natural,Thorny shrub; white flowers; bright orange-red berries; popular hedge plant,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Pyracantha_coccinea_berries.jpg/1024px-Pyracantha_coccinea_berries.jpg
pyrus communis,common pear,european pear,pyrus,rosaceae,rosales,dicots,pears,rose family,phanerophyte,,tree,Europe,Europe,Northern,Both,High,Major,Widespread/Common,natural,Important fruit crop; white spring flowers; numerous cultivars,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Pyrus_communis_flowers.jpg/1024px-Pyrus_communis_flowers.jpg
quercus garryana,Garry's oak,garry oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Western North America,North America,Northern,Wild,Low,Limited,Locally common,natural,Pacific Northwest oak; deeply lobed leaves; important wildlife habitat,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Quercus_garryana_tree.jpg/1024px-Quercus_garryana_tree.jpg
quercus imbricaria,overlapping oak,shingle oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Eastern North America,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,Unlobed leaves unusual for oaks; historically used for shingles,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Quercus_imbricaria_leaves.jpg/1024px-Quercus_imbricaria_leaves.jpg
quercus macrocarpa,large-fruited oak,bur oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Central North America,North America,Northern,Wild,Low,Limited,Widespread/Common,natural,Distinctive fringed acorn cups; very drought tolerant; massive spreading crown,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Quercus_macrocarpa_acorn.jpg/1024px-Quercus_macrocarpa_acorn.jpg
quercus palustris,marsh oak,pin oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Eastern North America,North America,Northern,Wild,Moderate,Major,Widespread/Common,natural,Distinctive drooping lower branches; brilliant red fall color; popular street tree,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Quercus_palustris_tree.jpg/1024px-Quercus_palustris_tree.jpg
quercus robur,strong oak,english oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Europe,Europe,Northern,Both,Moderate,Major,Widespread/Common,natural,National tree of England; supports over 2300 species; extremely long-lived; important timber,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Quercus_robur_tree.jpg/1024px-Quercus_robur_tree.jpg
quercus rubra,red oak,northern red oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Eastern North America,North America,Northern,Wild,Moderate,Major,Widespread/Common,natural,Fast-growing oak; brilliant red fall color; important timber species,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Quercus_rubra_fall.jpg/1024px-Quercus_rubra_fall.jpg
quercus suber,cork oak,cork oak,quercus,fagaceae,fagales,dicots,oaks,beech family,phanerophyte,,tree,Mediterranean,Mediterranean,Northern,Both,Moderate,Major,Locally common,natural,Source of cork; thick spongy bark; drought-tolerant; economically important,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Quercus_suber_bark.jpg/1024px-Quercus_suber_bark.jpg
ranunculus bulbosus,bulbous buttercup,bulbous buttercup,ranunculus,ranunculaceae,ranunculales,dicots,buttercups,buttercup family,geophyte,,herb,Europe,Europe,Northern,Both,Low,None,Widespread/Common,natural,Bright yellow flowers; swollen stem base; common in grasslands,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Ranunculus_bulbosus_flowers.jpg/1024px-Ranunculus_bulbosus_flowers.jpg
ranunculus repens,creeping buttercup,creeping buttercup,ranunculus,ranunculaceae,ranunculales,dicots,buttercups,buttercup family,hemicryptophyte,,herb,Europe,Europe,Northern,Both,Low,None,Widespread/Common,natural,Spreads by runners; glossy yellow flowers; can be invasive weed,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ranunculus_repens_flowers.jpg/1024px-Ranunculus_repens_flowers.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
rapistrum rugosum,wrinkled rapistrum,bastard cabbage,rapistrum,brassicaceae,brassicales,dicots,mustards,mustard family,therophyte,,herb,Mediterranean,Mediterranean,Northern,Both,Low,None,Widespread/Common,natural,Yellow cruciferous flowers; weedy annual; rough fruits,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Rapistrum_rugosum_flowers.jpg/1024px-Rapistrum_rugosum_flowers.jpg
ratibida pinnata,pinnate ratibida,grey-headed coneflower,ratibida,asteraceae,asterales,dicots,prairie coneflowers,aster family,hemicryptophyte,,herb,Central North America,North America,Northern,Wild,Moderate,None,Widespread/Common,natural,Tall prairie wildflower; yellow petals around grey cone center,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Ratibida_pinnata_flower.jpg/1024px-Ratibida_pinnata_flower.jpg
retama raetam,raetam retama,white weeping broom,retama,fabaceae,fabales,dicots,weeping brooms,legume family,phanerophyte,,shrub,North Africa and Middle East,Africa,Northern,Wild,Low,None,Locally common,natural,Desert shrub; white flowers; drooping branches; drought-adapted,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Retama_raetam_flowers.jpg/1024px-Retama_raetam_flowers.jpg
reynoutria japonica,japanese reynoutria,japanese knotweed,reynoutria,polygonaceae,caryophyllales,dicots,knotweeds,knotweed family,geophyte,,herb,East Asia,Asia,Northern,Both,Low,None,Widespread/Common,natural,Extremely invasive; bamboo-like stems; difficult to eradicate once established,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Reynoutria_japonica_stems.jpg/1024px-Reynoutria_japonica_stems.jpg
,,,,,,,,,,,unknown,,,,,,,,,,,
rhododendron ferrugineum,rusty rhododendron,alpenrose,rhododendron,ericaceae,ericales,dicots,rhododendrons,heath family,chamaephyte,,shrub,European Alps,Europe,Northern,Wild,Moderate,Limited,Locally common,natural,Alpine shrub; pink flowers; rust-colored leaf undersides; slow-growing,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Rhododendron_ferrugineum_flowers.jpg/1024px-Rhododendron_ferrugineum_flowers.jpg
rhododendron occidentale,western rhododendron,western azalea,rhododendron,ericaceae,ericales,dicots,rhododendrons,heath family,phanerophyte,,shrub,Western North America,North America,Northern,Wild,Moderate,Major,Locally common,natural,Fragrant white to pink flowers; native California azalea; deciduous,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Rhododendron_occidentale_flowers.jpg/1024px-Rhododendron_occidentale_flowers.jpg
